id_log,tipo_acao,id_pagamento,tipo_pagamento_id_tipo_pagamento,valor_pago,data_pagamento,DataHoraOperacao,ExecutedBy
1234,INSERT,1122,3,684.38,2024-04-28 16:30:36.760060,2024-04-28 16:34:06.760060,da-motastephany
1235,INSERT,1123,1,799.4,2022-11-26 18:45:42.997028,2022-11-26 18:50:30.997028,arthur-miguel73
1236,INSERT,1124,2,604.95,2024-05-30 15:45:15.745068,2024-05-30 15:47:00.745068,ravycamara
1237,INSERT,1125,4,689.92,2023-10-13 17:00:06.261228,2023-10-13 17:01:41.261228,yasmin86
1238,INSERT,1126,4,307.69,2024-09-01 14:15:47.628555,2024-09-01 14:16:55.628555,psales
1239,UPDATE,1126,4,288.5,2024-09-01 14:15:47.628555,2024-09-06 14:17:48.628555,zda-costa
1240,INSERT,1127,5,197.85,2022-10-22 09:45:10.934244,2022-10-22 09:49:51.934244,vmoura
1241,INSERT,1128,2,269.02,2023-01-15 16:15:43.218875,2023-01-15 16:20:29.218875,lteixeira
1242,INSERT,1129,1,502.92,2024-03-25 15:15:06.486275,2024-03-25 15:19:49.486275,carvalhonoah
1243,INSERT,1130,3,308.66,2023-03-17 11:30:58.157959,2023-03-17 11:35:13.157959,lorenzorios
1244,INSERT,1131,3,540.16,2024-03-25 15:45:40.243042,2024-03-25 15:48:15.243042,rafaelasantos
1245,INSERT,1132,4,371.73,2024-09-10 14:30:04.511239,2024-09-10 14:30:14.511239,sda-mata
1246,UPDATE,1132,4,360.11,2024-09-10 14:30:04.511239,2024-09-15 14:34:16.511239,augusto82
1247,INSERT,1133,3,428.15,2022-10-09 12:15:49.082209,2022-10-09 12:17:13.082209,da-luzmaysa
1248,INSERT,1134,3,608.17,2025-02-20 12:15:23.882349,2025-02-20 12:18:13.882349,gleao
1249,UPDATE,1134,3,609.72,2025-02-20 12:15:23.882349,2025-02-24 12:18:18.882349,amandamarques
1250,INSERT,1135,3,605.94,2022-09-27 08:15:51.928265,2022-09-27 08:18:38.928265,livia71
1251,INSERT,1136,4,268.3,2025-04-14 13:00:39.355346,2025-04-14 13:04:26.355346,dsa
1252,INSERT,1137,4,277.53,2023-08-17 17:45:58.387130,2023-08-17 17:50:39.387130,duarteyasmin
1253,INSERT,1138,3,391.42,2023-07-04 17:45:12.849716,2023-07-04 17:46:13.849716,vianamaria-vitoria
1254,INSERT,1139,1,437.72,2023-09-26 16:45:14.700924,2023-09-26 16:50:14.700924,antoniocasa-grande
1255,INSERT,1140,1,100.42,2023-03-22 15:15:58.196394,2023-03-22 15:16:00.196394,enzo-gabriel87
1256,INSERT,1141,1,483.24,2024-03-27 14:45:30.061419,2024-03-27 14:49:54.061419,knascimento
1257,INSERT,1142,5,798.8,2023-08-23 08:00:30.247191,2023-08-23 08:01:08.247191,gustavo-henrique36
1258,UPDATE,1142,5,730.85,2023-08-23 08:00:30.247191,2023-08-28 08:02:13.247191,bianca34
1259,INSERT,1143,1,586.46,2023-06-08 10:00:34.847741,2023-06-08 10:04:22.847741,ian13
1260,INSERT,1144,5,542.92,2023-01-30 09:30:08.430503,2023-01-30 09:31:09.430503,castrovitor-gabriel
1261,INSERT,1145,4,189.7,2023-04-08 08:15:41.424365,2023-04-08 08:17:31.424365,caio02
1262,INSERT,1146,4,450.84,2023-04-24 16:00:09.804435,2023-04-24 16:03:21.804435,enrico30
1263,INSERT,1147,2,778.22,2025-01-22 12:00:42.145696,2025-01-22 12:03:19.145696,nbarros
1264,INSERT,1148,4,639.47,2024-12-22 10:30:35.351906,2024-12-22 10:35:06.351906,carvalhonathan
1265,INSERT,1149,4,762.34,2025-03-20 14:15:49.544919,2025-03-20 14:16:37.544919,wfogaca
1266,INSERT,1150,4,517.03,2023-11-14 09:45:04.569013,2023-11-14 09:48:41.569013,xcasa-grande
1267,INSERT,1151,3,492.11,2023-12-09 10:30:46.839824,2023-12-09 10:33:33.839824,xcavalcanti
1268,INSERT,1152,2,362.54,2025-05-19 16:30:40.841495,2025-05-19 16:33:04.841495,da-rochacaleb
1269,INSERT,1153,4,306.61,2023-04-29 09:45:56.816594,2023-04-29 09:49:29.816594,cunhamariane
1270,INSERT,1154,2,323.35,2025-05-09 16:30:07.451833,2025-05-09 16:31:45.451833,freitasfernando
1271,INSERT,1155,2,437.13,2024-04-16 14:15:35.500713,2024-04-16 14:17:53.500713,lucca90
1272,UPDATE,1155,2,499.57,2024-04-16 14:15:35.500713,2024-04-20 14:16:47.500713,vnovaes
1273,INSERT,1156,2,451.95,2025-02-12 15:45:07.201110,2025-02-12 15:46:41.201110,portoeduarda
1274,INSERT,1157,2,534.61,2022-09-03 13:15:18.284531,2022-09-03 13:15:45.284531,ssilveira
1275,INSERT,1158,2,563.61,2024-10-30 13:00:50.546345,2024-10-30 13:02:43.546345,heloisacasa-grande
1276,INSERT,1159,4,505.3,2025-01-02 13:00:12.693012,2025-01-02 13:03:46.693012,maria-clarada-costa
1277,INSERT,1160,2,147.56,2025-04-19 14:00:17.425176,2025-04-19 14:00:39.425176,bruno30
1278,INSERT,1161,3,209.87,2025-05-04 14:00:32.173519,2025-05-04 14:01:14.173519,marcelaabreu
1279,INSERT,1162,1,501.45,2023-03-29 12:45:54.530972,2023-03-29 12:48:55.530972,ribeirojuan
1280,INSERT,1163,1,532.31,2025-03-03 16:00:55.790205,2025-03-03 16:03:56.790205,heloisa54
1281,INSERT,1164,3,652.77,2022-06-27 13:00:53.283051,2022-06-27 13:04:07.283051,enrico64
1282,INSERT,1165,3,758.37,2024-07-03 11:15:19.182042,2024-07-03 11:18:48.182042,vlima
1283,UPDATE,1165,3,782.72,2024-07-03 11:15:19.182042,2024-07-04 11:16:49.182042,aliciavargas
1284,INSERT,1166,5,759.87,2022-12-27 09:30:42.533936,2022-12-27 09:31:31.533936,gabrielly51
1285,INSERT,1167,2,693.46,2022-11-12 12:00:06.679591,2022-11-12 12:05:04.679591,da-cunhagabriela
1286,INSERT,1168,5,79.34,2022-11-19 08:45:31.415137,2022-11-19 08:46:29.415137,pedro-miguel92
1287,UPDATE,1168,5,64.56,2022-11-19 08:45:31.415137,2022-11-21 08:46:10.415137,sarahcunha
1288,INSERT,1169,1,414.01,2023-11-27 12:30:12.939867,2023-11-27 12:31:46.939867,imoura
1289,INSERT,1170,3,743.34,2022-08-14 18:30:25.409923,2022-08-14 18:33:54.409923,camilacosta
1290,INSERT,1171,1,317.36,2023-05-23 13:45:43.826461,2023-05-23 13:50:40.826461,henrique27
1291,INSERT,1172,3,542.08,2023-07-18 12:00:42.445761,2023-07-18 12:03:43.445761,pietro24
1292,INSERT,1173,5,565.17,2024-03-30 13:30:59.909477,2024-03-30 13:33:03.909477,nda-paz
1293,INSERT,1174,4,539.12,2025-04-15 16:00:47.813380,2025-04-15 16:05:38.813380,pda-conceicao
1294,INSERT,1175,5,689.3,2025-01-26 17:30:20.019965,2025-01-26 17:31:38.019965,murilo42
1295,INSERT,1176,4,263.69,2023-02-25 13:30:16.975091,2023-02-25 13:32:33.975091,ymarques
1296,INSERT,1177,2,755.91,2022-06-16 17:15:25.893755,2022-06-16 17:16:32.893755,da-costajose
1297,INSERT,1178,4,497.74,2024-09-26 10:00:17.366352,2024-09-26 10:02:37.366352,thales70
1298,INSERT,1179,5,768.56,2024-09-24 17:30:43.666795,2024-09-24 17:32:26.666795,diasisadora
1299,INSERT,1180,3,210.46,2025-03-06 16:15:14.847921,2025-03-06 16:16:41.847921,hmartins
1300,INSERT,1181,3,657.68,2025-05-17 14:30:23.712908,2025-05-17 14:31:13.712908,peixotolivia
1301,UPDATE,1181,3,641.29,2025-05-17 14:30:23.712908,2025-05-18 14:31:13.712908,joao-guilhermeda-luz
1302,INSERT,1182,1,520.67,2023-01-21 14:30:33.602895,2023-01-21 14:35:27.602895,dmoreira
1303,INSERT,1183,3,407.8,2025-05-19 15:30:24.497951,2025-05-19 15:34:51.497951,fmoreira
1304,INSERT,1184,1,321.59,2023-05-08 11:45:45.781134,2023-05-08 11:50:03.781134,arthur-miguel88
1305,INSERT,1185,5,639.17,2024-06-23 14:45:31.044864,2024-06-23 14:50:11.044864,costanicole
1306,INSERT,1186,4,132.99,2023-07-16 09:00:09.693510,2023-07-16 09:04:04.693510,upinto
1307,INSERT,1187,1,254.95,2023-06-24 15:00:53.157688,2023-06-24 15:03:59.157688,portomaria-sophia
1308,INSERT,1188,4,201.75,2024-10-11 18:00:53.170270,2024-10-11 18:05:37.170270,eduardovieira
1309,UPDATE,1188,4,165.33,2024-10-11 18:00:53.170270,2024-10-16 18:01:08.170270,yda-mata
1310,INSERT,1189,4,589.04,2024-10-29 08:45:21.308234,2024-10-29 08:48:47.308234,almeidanoah
1311,INSERT,1190,5,521.83,2024-05-08 14:45:55.663364,2024-05-08 14:50:54.663364,xferreira
1312,INSERT,1191,5,471.97,2023-03-02 10:45:11.250801,2023-03-02 10:48:46.250801,gustavo47
1313,INSERT,1192,2,334.42,2024-07-25 11:15:21.953980,2024-07-25 11:18:31.953980,apollo97
1314,INSERT,1193,5,739.49,2023-11-03 10:30:06.640517,2023-11-03 10:31:59.640517,hadassa94
1315,INSERT,1194,2,530.22,2025-04-20 12:00:10.709677,2025-04-20 12:02:39.709677,xsousa
1316,INSERT,1195,3,194.58,2025-06-01 14:00:14.385075,2025-06-01 14:04:47.385075,camargodavi-miguel
1317,INSERT,1196,2,776.43,2023-05-07 18:15:52.382932,2023-05-07 18:17:44.382932,rnunes
1318,INSERT,1197,4,346.04,2023-03-03 08:45:34.448040,2023-03-03 08:48:41.448040,jsampaio
1319,UPDATE,1197,4,378.13,2023-03-03 08:45:34.448040,2023-03-04 08:48:01.448040,theo20
1320,INSERT,1198,1,318.69,2023-11-12 13:15:37.532798,2023-11-12 13:18:10.532798,iabreu
1321,UPDATE,1198,1,333.29,2023-11-12 13:15:37.532798,2023-11-13 13:19:35.532798,joao-guilherme88
1322,INSERT,1199,2,540.54,2022-11-16 14:30:47.357396,2022-11-16 14:32:05.357396,leticiada-rocha
1323,INSERT,1200,1,123.51,2024-06-20 16:45:04.999228,2024-06-20 16:45:09.999228,leticiarocha
1324,UPDATE,1200,1,104.42,2024-06-20 16:45:04.999228,2024-06-24 16:47:01.999228,matheus48
1325,INSERT,1201,4,70.14,2025-02-28 13:45:07.147800,2025-02-28 13:48:55.147800,estersilveira
1326,INSERT,1202,3,85.7,2024-03-16 18:15:39.079356,2024-03-16 18:17:10.079356,maria-liz12
1327,INSERT,1203,4,246.64,2023-10-30 08:30:39.032819,2023-10-30 08:32:24.032819,thiagocamargo
1328,INSERT,1204,5,708.69,2024-06-19 09:45:08.748198,2024-06-19 09:49:33.748198,emanuellaalmeida
1329,INSERT,1205,1,232.36,2024-01-19 14:15:52.417404,2024-01-19 14:17:08.417404,rhavi51
1330,INSERT,1206,2,465.9,2023-01-11 18:15:58.975945,2023-01-11 18:16:59.975945,samaria-helena
1331,INSERT,1207,3,268.56,2024-05-14 15:45:55.345506,2024-05-14 15:48:22.345506,isabellaborges
1332,INSERT,1208,4,634.87,2023-01-18 09:00:59.975852,2023-01-18 09:04:38.975852,ana-julia66
1333,UPDATE,1208,4,646.81,2023-01-18 09:00:59.975852,2023-01-20 09:01:20.975852,vitoria32
1334,INSERT,1209,2,259.8,2022-08-12 15:15:28.614235,2022-08-12 15:17:28.614235,ramosmaria-isis
1335,INSERT,1210,1,197.23,2023-07-20 11:30:02.792882,2023-07-20 11:30:59.792882,claralopes
1336,INSERT,1211,2,318.93,2023-06-23 14:15:32.595695,2023-06-23 14:18:01.595695,tazevedo
1337,INSERT,1212,4,652.17,2025-05-30 13:45:10.534181,2025-05-30 13:47:07.534181,sousaasafe
1338,INSERT,1213,1,565.04,2023-10-24 14:00:22.554837,2023-10-24 14:01:31.554837,isabelferreira
1339,UPDATE,1213,1,650.97,2023-10-24 14:00:22.554837,2023-10-29 14:01:15.554837,alvesstella
1340,INSERT,1214,3,466.23,2023-12-07 11:15:52.647008,2023-12-07 11:19:02.647008,brunamonteiro
1341,INSERT,1215,3,257.06,2025-01-19 08:15:38.815480,2025-01-19 08:17:15.815480,joao40
1342,INSERT,1216,2,448.58,2023-04-24 18:30:48.364444,2023-04-24 18:31:57.364444,oporto
1343,INSERT,1217,4,313.45,2024-08-18 10:00:06.111247,2024-08-18 10:01:58.111247,zmacedo
1344,INSERT,1218,4,413.12,2023-08-28 09:15:33.276917,2023-08-28 09:16:14.276917,da-pazmaria-luisa
1345,INSERT,1219,3,557.88,2023-03-24 12:30:21.762544,2023-03-24 12:31:12.762544,eloa01
1346,INSERT,1220,5,741.54,2025-05-23 14:45:23.937631,2025-05-23 14:47:13.937631,fcamara
1347,INSERT,1221,4,264.96,2025-02-20 14:45:59.825047,2025-02-20 14:49:44.825047,ramosryan
1348,INSERT,1222,5,275.26,2022-08-26 18:15:17.172895,2022-08-26 18:16:51.172895,luiz-gustavo52
1349,INSERT,1223,4,580.61,2024-11-27 18:15:21.887234,2024-11-27 18:20:03.887234,noah94
1350,INSERT,1224,5,140.21,2023-02-19 17:30:19.053473,2023-02-19 17:34:05.053473,dcampos
1351,INSERT,1225,1,268.59,2023-04-19 11:00:03.972565,2023-04-19 11:04:17.972565,marianecardoso
1352,INSERT,1226,5,75.78,2025-04-19 13:30:37.762214,2025-04-19 13:33:37.762214,nogueiraravi-lucca
1353,INSERT,1227,4,227.04,2024-05-29 10:45:56.378763,2024-05-29 10:48:50.378763,agathaporto
1354,INSERT,1228,4,142.03,2023-01-01 13:30:25.093837,2023-01-01 13:32:49.093837,nnogueira
1355,INSERT,1229,5,461.01,2022-08-23 13:45:03.623128,2022-08-23 13:49:30.623128,rael04
1356,INSERT,1230,2,401.96,2023-03-12 12:45:42.096837,2023-03-12 12:48:42.096837,abreurafael
1357,UPDATE,1230,2,325.32,2023-03-12 12:45:42.096837,2023-03-17 12:46:47.096837,gomesnicole
1358,INSERT,1231,3,335.12,2024-09-22 17:30:14.380119,2024-09-22 17:34:10.380119,cecilia24
1359,INSERT,1232,4,472.92,2024-04-18 11:30:10.468385,2024-04-18 11:33:11.468385,oda-rocha
1360,INSERT,1233,3,347.95,2022-09-05 17:30:57.975159,2022-09-05 17:35:19.975159,abreujuan
1361,UPDATE,1233,3,322.62,2022-09-05 17:30:57.975159,2022-09-07 17:33:17.975159,lunna79
1362,INSERT,1234,2,619.6,2023-05-10 08:45:59.434085,2023-05-10 08:48:07.434085,saragao
1363,INSERT,1235,3,163.5,2023-04-13 18:15:34.108773,2023-04-13 18:16:39.108773,imontenegro
1364,INSERT,1236,2,386.08,2023-12-29 14:30:20.211719,2023-12-29 14:34:05.211719,diegoda-mota
1365,INSERT,1237,1,503.74,2024-08-29 08:00:34.881384,2024-08-29 08:04:59.881384,da-cunhajoao
1366,INSERT,1238,4,779.88,2023-04-18 12:30:46.733566,2023-04-18 12:31:12.733566,pimentaana-laura
1367,INSERT,1239,4,715.25,2025-03-03 11:00:34.082683,2025-03-03 11:01:17.082683,amandapimenta
1368,INSERT,1240,2,348.78,2022-11-26 12:30:21.773704,2022-11-26 12:34:12.773704,maria-luisa04
1369,INSERT,1241,3,721.76,2024-02-29 16:45:38.483160,2024-02-29 16:47:14.483160,novaisryan
1370,INSERT,1242,2,289.56,2022-10-22 10:30:17.665062,2022-10-22 10:32:43.665062,costelarafaela
1371,INSERT,1243,2,215.35,2024-12-21 14:00:57.139646,2024-12-21 14:01:14.139646,mariananunes
1372,INSERT,1244,5,569.49,2024-08-09 08:45:51.283352,2024-08-09 08:47:37.283352,novaesisabela
1373,UPDATE,1244,5,528.03,2024-08-09 08:45:51.283352,2024-08-10 08:48:10.283352,guerranicole
1374,INSERT,1245,3,218.26,2024-01-19 12:00:38.768967,2024-01-19 12:01:03.768967,britolucas
1375,INSERT,1246,1,292.29,2023-03-08 12:30:41.781062,2023-03-08 12:30:52.781062,marquesluiz-fernando
1376,INSERT,1247,5,522.97,2022-06-16 11:00:19.115545,2022-06-16 11:03:36.115545,eloahda-mata
1377,INSERT,1248,4,372.48,2022-07-03 18:00:21.793667,2022-07-03 18:01:04.793667,luiz-gustavomendonca
1378,INSERT,1249,4,272.9,2025-03-16 10:30:24.284453,2025-03-16 10:35:01.284453,pedropinto
1379,INSERT,1250,3,556.33,2023-08-31 12:45:30.715869,2023-08-31 12:46:48.715869,gda-luz
1380,INSERT,1251,5,74.43,2022-07-07 15:45:10.263120,2022-07-07 15:47:32.263120,xcamara
1381,INSERT,1252,1,748.43,2022-09-10 17:45:45.614273,2022-09-10 17:49:19.614273,thiagoda-cunha
1382,INSERT,1253,4,780.07,2022-12-21 12:30:43.706276,2022-12-21 12:31:37.706276,alexandre06
1383,UPDATE,1253,4,717.64,2022-12-21 12:30:43.706276,2022-12-25 12:32:22.706276,rcavalcanti
1384,INSERT,1254,1,214.59,2025-05-19 13:30:52.622446,2025-05-19 13:32:41.622446,ian11
1385,INSERT,1255,2,735.43,2023-04-25 18:45:57.528014,2023-04-25 18:49:56.528014,maria-liz78
1386,INSERT,1256,4,150.1,2025-04-26 12:30:42.179634,2025-04-26 12:34:49.179634,duarteana-beatriz
1387,UPDATE,1256,4,149.95,2025-04-26 12:30:42.179634,2025-04-29 12:32:48.179634,camilamonteiro
1388,INSERT,1257,3,101.8,2024-01-09 18:30:38.792229,2024-01-09 18:31:27.792229,cmachado
1389,INSERT,1258,2,432.43,2024-01-31 08:45:06.816439,2024-01-31 08:45:31.816439,gmartins
1390,INSERT,1259,3,555.97,2025-01-26 14:45:57.554844,2025-01-26 14:50:02.554844,davi-miguel33
1391,INSERT,1260,2,494.15,2023-03-17 09:00:28.085060,2023-03-17 09:02:10.085060,ribeiroaylla
1392,INSERT,1261,5,610.62,2022-12-29 17:30:42.002755,2022-12-29 17:32:46.002755,fernando98
1393,INSERT,1262,5,493.35,2023-08-12 10:15:21.500562,2023-08-12 10:17:18.500562,aliciacostela
1394,INSERT,1263,5,553.02,2025-05-09 11:00:11.437138,2025-05-09 11:05:09.437138,scosta
1395,INSERT,1264,5,173.54,2022-09-13 10:45:34.107733,2022-09-13 10:50:17.107733,maysa69
1396,UPDATE,1264,5,199.26,2022-09-13 10:45:34.107733,2022-09-16 10:49:12.107733,vaparecida
1397,INSERT,1265,4,492.2,2024-02-01 11:45:56.122853,2024-02-01 11:50:56.122853,bmoreira
1398,UPDATE,1265,4,575.07,2024-02-01 11:45:56.122853,2024-02-06 11:49:10.122853,emarques
1399,INSERT,1266,4,586.48,2023-02-21 08:00:11.689232,2023-02-21 08:03:00.689232,sophie31
1400,INSERT,1267,2,491.43,2024-03-24 10:00:17.938780,2024-03-24 10:02:49.938780,gustavo-henriquepeixoto
1401,UPDATE,1267,2,463.36,2024-03-24 10:00:17.938780,2024-03-25 10:01:00.938780,xpereira
1402,INSERT,1268,1,530.13,2023-03-14 10:45:41.920206,2023-03-14 10:47:03.920206,beatrizvasconcelos
1403,UPDATE,1268,1,541.71,2023-03-14 10:45:41.920206,2023-03-17 10:46:21.920206,tduarte
1404,INSERT,1269,3,189.34,2022-08-12 09:30:24.084621,2022-08-12 09:30:38.084621,tsales
1405,INSERT,1270,1,546.92,2023-12-07 17:15:08.918369,2023-12-07 17:15:12.918369,moreiradaniela
1406,INSERT,1271,4,239.48,2025-06-10 11:30:00.094332,2025-06-10 11:33:57.094332,da-rosacaroline
1407,INSERT,1272,5,694.98,2025-06-06 18:00:51.255539,2025-06-06 18:03:38.255539,thomas16
1408,INSERT,1273,5,549.95,2024-03-04 10:30:23.149616,2024-03-04 10:32:07.149616,laurafonseca
1409,INSERT,1274,1,292.11,2025-03-24 08:00:54.243224,2025-03-24 08:05:42.243224,cecilia73
1410,INSERT,1275,4,175.19,2023-03-11 12:15:53.325930,2023-03-11 12:19:35.325930,arthur-miguelmoura
1411,INSERT,1276,3,478.56,2024-01-16 11:45:04.931823,2024-01-16 11:47:38.931823,almeidaheloisa
1412,INSERT,1277,1,198.4,2024-01-24 16:00:23.202235,2024-01-24 16:04:52.202235,ryan96
1413,INSERT,1278,4,505.35,2025-04-06 16:45:37.912538,2025-04-06 16:46:11.912538,wazevedo
1414,INSERT,1279,2,767.97,2022-09-18 12:45:53.202068,2022-09-18 12:48:57.202068,fernandesisis
1415,INSERT,1280,4,637.8,2024-05-27 16:30:03.142580,2024-05-27 16:34:44.142580,pedrobarros
1416,INSERT,1281,1,450.65,2024-03-22 13:30:13.297632,2024-03-22 13:30:38.297632,efernandes
1417,INSERT,1282,3,447.62,2024-02-29 17:30:37.830118,2024-02-29 17:31:14.830118,valentimmendonca
1418,UPDATE,1282,3,520.89,2024-02-29 17:30:37.830118,2024-03-03 17:31:55.830118,grios
1419,INSERT,1283,3,471.67,2024-08-15 16:45:45.505994,2024-08-15 16:47:49.505994,oda-rocha
1420,INSERT,1284,3,67.96,2023-07-07 09:00:05.305475,2023-07-07 09:01:14.305475,brunamartins
1421,INSERT,1285,1,525.42,2023-04-04 09:45:30.306743,2023-04-04 09:49:21.306743,joaquim50
1422,INSERT,1286,1,320.8,2025-01-30 16:00:48.608760,2025-01-30 16:04:26.608760,cda-mota
1423,UPDATE,1286,1,377.45,2025-01-30 16:00:48.608760,2025-02-01 16:01:35.608760,cavalcantipedro-henrique
1424,INSERT,1287,4,462.47,2024-01-24 15:00:10.820482,2024-01-24 15:04:54.820482,rrezende
1425,INSERT,1288,3,554.4,2022-10-30 18:15:45.280855,2022-10-30 18:15:48.280855,ninarezende
1426,INSERT,1289,5,703.73,2022-11-10 15:30:37.189966,2022-11-10 15:35:15.189966,pereiralunna
1427,INSERT,1290,4,173.28,2024-09-30 14:15:14.779766,2024-09-30 14:18:22.779766,kcirino
1428,INSERT,1291,4,636.53,2023-07-03 17:30:13.614308,2023-07-03 17:34:18.614308,beatriz78
1429,INSERT,1292,2,672.7,2025-04-07 17:45:34.970469,2025-04-07 17:47:48.970469,freitasgabriel
1430,INSERT,1293,3,638.33,2023-06-23 10:30:29.770432,2023-06-23 10:30:31.770432,wcardoso
1431,UPDATE,1293,3,676.48,2023-06-23 10:30:29.770432,2023-06-27 10:33:14.770432,heloisa58
1432,INSERT,1294,2,292.21,2023-02-17 17:30:00.515735,2023-02-17 17:30:24.515735,gmoura
1433,INSERT,1295,2,500.9,2023-11-11 15:15:05.321054,2023-11-11 15:18:44.321054,kgomes
1434,INSERT,1296,1,362.78,2024-07-31 16:00:42.718194,2024-07-31 16:04:26.718194,lucas07
1435,INSERT,1297,2,386.91,2022-07-02 15:15:28.813043,2022-07-02 15:16:15.813043,wferreira
1436,UPDATE,1297,2,362.52,2022-07-02 15:15:28.813043,2022-07-06 15:17:51.813043,leandrovasconcelos
1437,INSERT,1298,5,54.85,2025-01-06 11:15:47.340527,2025-01-06 11:18:25.340527,andre69
1438,INSERT,1299,3,130.58,2025-06-10 08:00:14.908424,2025-06-10 08:02:13.908424,gustavo16
1439,INSERT,1300,3,733.56,2023-04-16 11:45:42.068867,2023-04-16 11:50:19.068867,csa
1440,UPDATE,1300,3,851.69,2023-04-16 11:45:42.068867,2023-04-20 11:46:30.068867,ferreiraelisa
1441,INSERT,1301,5,661.52,2024-11-05 14:15:22.440254,2024-11-05 14:18:40.440254,alice78
1442,INSERT,1302,2,305.21,2023-09-17 09:00:50.064253,2023-09-17 09:04:12.064253,ferreiranoah
1443,INSERT,1303,4,85.86,2022-10-31 08:45:58.673457,2022-10-31 08:50:41.673457,vcavalcante
1444,INSERT,1304,2,549.04,2024-05-15 10:30:03.653332,2024-05-15 10:30:30.653332,diastheo
1445,INSERT,1305,3,112.02,2023-12-05 18:15:41.557315,2023-12-05 18:18:25.557315,rael21
1446,INSERT,1306,2,654.2,2023-07-25 14:30:47.559840,2023-07-25 14:32:05.559840,hellena85
1447,INSERT,1307,5,515.6,2022-06-13 14:30:15.819573,2022-06-13 14:32:37.819573,joana41
1448,UPDATE,1307,5,452.4,2022-06-13 14:30:15.819573,2022-06-18 14:32:14.819573,mendoncamurilo
1449,INSERT,1308,2,556.33,2022-07-27 18:15:12.576362,2022-07-27 18:19:59.576362,vinicius69
1450,INSERT,1309,2,549.39,2023-10-29 14:45:34.754915,2023-10-29 14:50:06.754915,jose-miguel47
1451,INSERT,1310,5,210.41,2022-07-26 10:15:19.896309,2022-07-26 10:18:55.896309,rfreitas
1452,INSERT,1311,3,510.08,2023-10-16 16:45:38.763845,2023-10-16 16:49:06.763845,barbara97
1453,INSERT,1312,3,386.01,2024-06-09 11:30:55.379434,2024-06-09 11:34:36.379434,agathalima
1454,INSERT,1313,5,241.75,2025-05-05 17:45:41.984602,2025-05-05 17:49:58.984602,rleao
1455,INSERT,1314,2,94.61,2023-08-22 11:00:20.248916,2023-08-22 11:02:27.248916,ravi86
1456,INSERT,1315,3,693.67,2022-07-02 18:00:51.154205,2022-07-02 18:01:24.154205,kbarbosa
1457,INSERT,1316,4,510.19,2023-10-03 14:30:46.919611,2023-10-03 14:32:09.919611,dlopes
1458,INSERT,1317,2,242.79,2025-01-14 14:00:54.281488,2025-01-14 14:02:56.281488,hellena12
1459,INSERT,1318,5,556.92,2022-10-31 12:45:26.296744,2022-10-31 12:46:04.296744,bento89
1460,UPDATE,1318,5,614.06,2022-10-31 12:45:26.296744,2022-11-05 12:49:48.296744,lais26
1461,INSERT,1319,2,722.49,2025-04-03 12:15:24.008790,2025-04-03 12:16:26.008790,heitornunes
1462,INSERT,1320,1,268.82,2024-06-13 14:00:30.792490,2024-06-13 14:00:37.792490,alvesraquel
1463,UPDATE,1320,1,224.03,2024-06-13 14:00:30.792490,2024-06-15 14:03:02.792490,icosta
1464,INSERT,1321,5,129.91,2025-03-05 10:30:08.831262,2025-03-05 10:31:09.831262,apollosouza
1465,UPDATE,1321,5,134.61,2025-03-05 10:30:08.831262,2025-03-08 10:30:14.831262,kmarques
1466,INSERT,1322,1,785.67,2023-08-05 12:45:36.456870,2023-08-05 12:49:33.456870,antonellarezende
1467,UPDATE,1322,1,660.52,2023-08-05 12:45:36.456870,2023-08-06 12:48:18.456870,marina27
1468,INSERT,1323,1,302.0,2022-12-28 15:45:21.528561,2022-12-28 15:49:00.528561,vitor-hugo60
1469,INSERT,1324,4,129.41,2024-02-16 15:15:26.690773,2024-02-16 15:15:37.690773,nathanalmeida
1470,INSERT,1325,5,596.84,2023-10-15 16:45:07.784167,2023-10-15 16:46:37.784167,eduardo15
1471,INSERT,1326,5,151.59,2025-04-17 13:15:28.912621,2025-04-17 13:17:28.912621,leaomurilo
1472,INSERT,1327,3,175.02,2025-04-15 09:00:57.340727,2025-04-15 09:04:37.340727,mendesdavi-miguel
1473,INSERT,1328,3,602.79,2023-05-26 16:00:32.679034,2023-05-26 16:01:27.679034,pedro-henrique60
1474,INSERT,1329,5,537.39,2024-02-19 12:45:33.032454,2024-02-19 12:48:00.032454,enzo74
1475,INSERT,1330,3,654.81,2023-04-27 13:00:36.668409,2023-04-27 13:02:13.668409,ana-sophia99
1476,INSERT,1331,3,520.7,2023-01-27 10:15:07.576559,2023-01-27 10:18:20.576559,luan87
1477,INSERT,1332,2,299.76,2024-08-21 17:45:51.969324,2024-08-21 17:46:09.969324,jmachado
1478,UPDATE,1332,2,258.03,2024-08-21 17:45:51.969324,2024-08-22 17:50:29.969324,gcastro
1479,INSERT,1333,2,791.12,2023-10-25 09:15:33.434081,2023-10-25 09:15:38.434081,aragaomatteo
1480,INSERT,1334,1,607.18,2022-10-15 16:00:37.419577,2022-10-15 16:01:24.419577,xsales
1481,INSERT,1335,2,615.09,2023-04-27 10:00:50.865993,2023-04-27 10:01:23.865993,fernandesjuan
1482,UPDATE,1335,2,579.89,2023-04-27 10:00:50.865993,2023-05-02 10:04:08.865993,brayan48
1483,INSERT,1336,4,631.99,2024-07-08 15:30:21.112414,2024-07-08 15:30:32.112414,marcos-viniciuspeixoto
