id_pagamento,valor_pago,data_pagamento,tipo_pagamento_id_tipo_pagamento,consulta_id_consulta
2882,317.91,2024-04-03 12:15:40.190843,2,352
2883,409.44,2023-12-07 16:15:01.692961,1,7620
2884,334.74,2022-06-15 08:15:24.958566,4,1147
2885,759.09,2025-03-11 11:45:25.786086,4,2324
2886,785.56,2022-06-30 13:45:23.714339,4,7392
2887,166.54,2023-06-06 13:00:17.467120,5,7018
2888,254.79,2023-06-05 08:00:47.122675,3,6719
2889,520.14,2024-10-26 17:00:48.548895,1,3399
2890,449.91,2023-11-27 09:15:18.250685,1,9746
2891,277.19,2023-11-15 17:45:23.918558,4,6307
2892,471.4,2024-09-04 11:30:40.955765,2,2479
2893,283.68,2024-08-04 17:00:57.266475,2,7882
2894,466.5,2022-09-04 12:00:14.740377,4,8212
2895,578.27,2023-08-06 17:00:20.762439,3,3613
2896,221.54,2024-10-18 17:45:04.586247,5,5887
2897,669.67,2025-04-16 17:15:15.353381,3,4358
2898,390.07,2023-10-21 16:30:12.452394,2,6714
2899,665.64,2024-01-31 17:00:10.307524,4,8489
2900,649.34,2024-11-08 12:00:27.065774,1,3631
2901,306.9,2024-07-14 11:30:47.550968,3,1239
2902,201.93,2024-12-12 09:15:33.782481,5,6533
2903,644.58,2025-01-02 11:30:52.564346,2,6362
2904,617.01,2024-06-15 15:15:27.290607,3,1014
2905,560.3,2022-12-29 14:15:00.122158,4,8061
2906,608.37,2023-01-06 11:15:26.140702,3,181
2907,78.23,2025-02-03 13:45:27.943652,2,3839
2908,776.32,2022-09-12 09:00:55.088491,2,7590
2909,414.9,2024-02-09 11:15:40.433821,3,9136
2910,57.54,2024-04-01 17:00:05.260484,3,5687
2911,574.74,2025-04-12 16:00:10.960870,2,2560
2912,787.28,2024-04-26 11:15:42.493811,3,8691
2913,666.99,2024-03-01 13:45:55.290400,2,7920
2914,256.25,2022-08-06 13:15:43.309266,4,3121
2915,415.28,2024-03-20 16:45:13.821834,3,8258
2916,499.35,2023-03-18 14:15:00.332899,3,600
2917,97.55,2024-03-11 18:45:27.005350,2,1335
2918,468.12,2023-09-15 13:30:07.745423,1,1531
2919,612.68,2025-04-28 11:30:44.545030,4,9252
2920,350.44,2023-02-12 10:00:13.952544,1,9057
2921,302.43,2025-03-23 10:45:40.690533,4,1988
2922,796.87,2025-01-02 13:15:05.467767,3,554
2923,453.71,2024-07-29 15:15:03.381506,4,6428
2924,193.9,2023-06-28 14:15:53.490401,5,8802
2925,185.31,2024-09-12 12:15:26.665176,2,9164
2926,507.24,2024-07-05 11:45:30.456340,5,4431
2927,525.0,2023-10-08 08:00:57.647652,3,8080
2928,623.98,2022-06-22 13:15:38.450126,5,4201
2929,651.34,2023-05-20 16:15:12.658927,5,1859
2930,708.17,2024-04-27 14:45:29.549533,3,3528
2931,221.43,2022-12-02 16:45:26.045630,5,5766
2932,57.27,2022-06-24 11:30:35.082540,5,7464
2933,104.76,2023-02-03 13:30:17.265396,1,9848
2934,298.93,2024-04-23 08:45:41.006402,4,6708
2935,123.05,2023-10-22 10:15:30.127797,5,5530
2936,796.08,2024-02-11 11:15:08.942348,2,2108
2937,354.58,2024-10-11 12:45:37.131276,5,733
2938,197.43,2025-05-24 09:45:26.489257,1,9838
2939,50.06,2023-04-15 13:30:57.738599,5,7801
2940,463.66,2024-03-06 17:15:41.518153,1,5966
2941,221.44,2023-08-06 11:30:03.057172,2,5811
2942,58.67,2022-11-13 09:15:10.851115,4,9517
2943,186.08,2022-07-28 08:30:57.024023,3,7752
2944,492.49,2023-12-01 16:30:42.674883,5,6619
2945,253.87,2022-06-27 16:00:59.319701,4,7820
2946,737.06,2025-05-25 09:15:35.651995,2,9092
2947,666.15,2023-06-01 18:15:11.467847,2,5863
2948,344.87,2024-05-07 18:15:59.913858,4,4267
2949,401.09,2022-12-03 16:00:34.527610,4,2589
2950,552.44,2023-07-10 16:00:32.833843,5,5698
2951,603.8,2025-03-10 17:30:49.570146,4,4162
2952,274.37,2022-11-24 08:00:00.559862,4,1020
2953,507.75,2023-09-01 17:00:31.732273,3,6371
2954,703.27,2024-05-07 17:00:02.116902,3,1432
2955,516.5,2023-11-22 15:15:13.933465,3,3004
2956,107.39,2023-12-21 09:45:55.448888,5,8796
2957,721.07,2023-08-23 16:15:57.916864,5,4892
2958,442.4,2024-08-13 10:00:48.980325,2,2239
2959,594.95,2023-07-31 12:00:34.180763,5,1634
2960,442.24,2023-10-03 16:15:12.943988,2,4074
2961,783.13,2024-01-10 15:45:32.803781,1,7781
2962,154.37,2024-06-07 16:15:50.001461,4,107
2963,303.27,2023-04-06 09:15:20.966905,2,7680
2964,583.82,2024-09-26 16:15:42.719348,5,3974
2965,369.6,2024-06-27 08:30:02.153097,2,4618
2966,574.38,2023-02-19 17:30:22.420631,3,8834
2967,380.97,2025-05-24 08:45:36.708247,5,5172
2968,571.06,2025-03-24 10:00:40.677986,2,4285
2969,433.9,2022-07-02 16:00:51.818178,1,8446
2970,290.62,2024-06-03 17:30:09.659929,4,4210
2971,209.37,2025-05-03 13:45:19.174157,2,863
2972,177.24,2025-04-25 08:30:09.239944,4,6405
2973,405.11,2025-04-08 12:30:25.601609,2,5093
2974,548.53,2024-08-24 13:15:33.084828,3,9825
2975,767.86,2023-11-21 16:00:52.245677,4,6928
2976,478.3,2023-08-29 09:15:41.965412,2,7023
2977,686.36,2024-04-06 10:00:28.589415,4,712
2978,348.32,2025-02-27 09:30:53.979506,5,6403
2979,261.62,2022-06-28 12:45:27.502073,2,9667
2980,790.85,2025-02-13 15:30:56.193159,2,7093
2981,769.56,2024-03-08 09:15:31.778129,5,384
2982,573.08,2024-01-22 09:00:07.734040,5,4084
2983,203.87,2023-06-07 11:15:28.702646,4,706
2984,705.13,2022-08-18 14:30:01.861349,3,2166
2985,673.24,2024-02-09 09:00:34.495622,2,3697
2986,200.85,2024-01-01 13:45:29.085522,1,6374
2987,364.87,2024-10-30 12:00:33.200064,3,9682
2988,557.2,2022-08-24 08:45:32.629200,2,9762
2989,614.96,2022-07-13 14:00:01.963068,5,1730
2990,359.27,2024-01-15 10:00:27.733285,3,7433
2991,465.52,2022-08-15 09:30:20.767911,2,9556
2992,558.74,2024-05-28 17:15:16.249910,5,7271
2993,275.78,2022-09-17 13:00:05.585461,2,486
2994,586.23,2023-04-05 08:15:30.718251,2,1397
2995,361.25,2023-01-24 15:15:14.652744,1,8286
2996,665.37,2023-06-25 10:30:00.696636,5,1700
2997,510.26,2024-12-10 17:30:33.486807,4,5587
2998,236.95,2024-03-15 09:15:02.691605,4,3154
2999,391.89,2023-04-07 08:15:43.367682,2,8329
3000,126.07,2024-04-05 12:45:07.844856,3,8450
3001,347.04,2024-05-17 11:15:10.458672,4,3558
3002,95.81,2022-07-05 11:45:52.920537,1,5952
3003,427.18,2023-03-20 08:30:39.273312,5,1203
3004,755.29,2023-01-29 17:30:51.701533,2,644
3005,730.92,2023-06-02 13:45:45.965537,1,4077
3006,349.17,2024-05-28 12:45:28.197793,1,8969
3007,186.47,2023-12-21 15:45:28.561876,5,9475
3008,537.93,2023-07-23 11:45:29.261293,4,1021
3009,482.17,2025-02-09 09:45:36.392317,5,3723
3010,428.87,2024-04-17 13:15:06.092733,4,1805
3011,257.83,2025-01-15 08:00:57.573370,4,4424
3012,222.59,2023-06-17 09:45:02.991101,1,493
3013,717.48,2022-11-23 12:15:13.683615,2,4488
3014,558.84,2022-09-05 13:15:01.667377,1,2516
3015,302.09,2022-12-31 08:30:49.871397,2,2935
3016,754.73,2022-11-22 15:15:59.365979,4,5114
3017,491.32,2023-12-21 18:15:01.788394,4,9326
3018,782.28,2023-09-23 15:45:28.538963,5,2755
3019,657.47,2024-05-09 09:45:04.539369,5,791
3020,793.07,2023-06-29 17:00:50.107934,1,1114
3021,461.69,2024-11-05 13:00:39.492869,2,5418
3022,660.36,2025-02-13 15:00:13.735568,4,8055
3023,99.13,2022-08-05 16:30:34.681917,5,2707
3024,509.57,2025-06-12 14:15:22.084473,2,9247
3025,506.99,2024-11-22 10:45:16.281977,5,3883
3026,464.38,2022-10-24 08:30:45.096593,5,3331
3027,312.7,2024-05-29 13:15:08.898412,3,6629
3028,138.31,2025-04-12 09:45:36.712114,5,9662
3029,167.74,2025-02-16 15:30:58.450495,4,1045
3030,430.3,2024-03-25 10:00:24.658039,2,7072
3031,531.82,2022-07-10 17:15:30.023772,5,8868
3032,763.37,2023-12-18 13:45:12.137012,4,9765
3033,778.18,2024-09-30 09:30:29.769942,2,2105
3034,263.01,2023-02-17 17:00:28.559914,2,3734
3035,356.35,2023-02-09 15:30:09.296950,3,3146
3036,707.01,2024-03-30 15:15:19.441509,3,7386
3037,400.11,2024-11-25 14:15:10.902236,1,8006
3038,642.03,2022-09-12 08:00:56.698769,4,6089
3039,651.39,2022-12-04 15:00:47.226678,4,4901
3040,108.5,2023-12-14 11:30:42.971163,5,3667
3041,650.86,2024-06-25 18:45:29.280970,3,429
3042,227.28,2022-11-14 17:00:12.029353,4,8398
3043,66.38,2022-06-18 11:00:41.290959,4,4135
3044,279.02,2024-04-12 14:15:21.581384,5,6673
3045,184.45,2023-02-20 11:15:28.836866,3,433
3046,405.37,2024-08-22 18:45:34.952428,2,5883
3047,780.11,2023-03-14 12:30:10.246691,2,4870
3048,799.55,2023-07-16 10:30:39.312253,5,5243
3049,230.55,2025-06-05 14:30:24.617891,4,9450
3050,133.51,2024-09-01 15:45:53.687579,1,8088
3051,719.98,2025-03-25 11:15:51.094396,3,4480
3052,764.81,2024-02-12 09:15:48.204875,1,7959
3053,88.99,2023-04-29 15:30:55.212751,1,6954
3054,101.78,2022-11-15 08:30:19.638044,1,5893
3055,113.23,2023-03-17 10:45:45.083278,2,8339
3056,751.49,2022-09-01 17:15:54.894946,4,2354
3057,798.04,2024-07-09 13:00:39.667027,4,1190
3058,158.85,2023-05-20 13:45:00.259480,3,5163
3059,472.48,2022-08-22 08:45:55.744184,5,9411
3060,153.06,2024-03-15 12:00:41.096444,5,29
3061,176.28,2023-01-31 13:45:05.921491,5,8914
3062,128.71,2022-11-20 18:15:31.145443,3,4281
3063,128.86,2022-08-10 18:30:59.800665,2,4440
3064,538.55,2023-10-08 13:15:51.148839,2,5178
3065,282.59,2024-08-12 18:15:48.364752,1,7713
3066,466.53,2023-09-02 11:45:54.778139,4,3513
3067,789.3,2024-04-30 15:30:01.652852,4,6914
3068,184.73,2024-10-13 14:45:53.303770,3,4293
3069,473.23,2024-05-12 17:00:09.616867,5,4205
3070,254.99,2024-07-23 15:00:02.966517,3,8291
3071,487.79,2022-12-11 15:00:44.052969,4,9222
3072,344.64,2024-04-25 10:45:38.937967,5,5988
3073,466.01,2024-11-14 12:45:11.157500,4,932
3074,741.05,2023-01-06 12:00:14.720407,5,5899
3075,598.6,2025-03-20 16:00:36.658896,2,4212
3076,434.87,2023-04-03 08:30:13.034131,2,2843
3077,101.9,2023-05-28 14:15:47.848878,2,5079
3078,171.07,2024-08-03 08:15:16.000031,5,4673
3079,491.04,2022-12-04 15:45:44.946153,5,9827
3080,148.5,2024-10-28 13:30:56.846346,2,2771
3081,288.08,2024-10-07 17:00:26.256428,1,8893
3082,333.42,2024-06-20 13:30:00.313893,4,2743
3083,66.87,2022-09-19 08:15:33.407463,4,5203
3084,61.85,2024-02-10 15:30:25.705409,1,2143
3085,580.06,2022-07-12 13:15:27.397551,3,2113
3086,338.52,2025-04-12 13:15:10.006177,3,3958
3087,226.67,2022-07-22 13:15:50.695028,3,5567
3088,368.53,2025-04-01 16:15:16.331666,1,3702
3089,374.42,2025-04-27 15:45:27.942791,4,412
3090,233.56,2025-04-06 18:45:32.545355,5,913
3091,355.56,2024-08-22 17:30:17.012289,3,2746
3092,409.77,2023-12-03 13:30:06.818882,3,1480
3093,338.59,2023-10-11 10:15:22.104565,1,8957
3094,523.17,2023-04-07 08:00:41.730136,1,6878
3095,640.44,2025-06-10 13:30:51.934695,3,1173
3096,132.59,2023-02-12 17:00:32.029325,4,9209
3097,744.82,2022-10-06 17:15:52.123937,4,1487
3098,109.57,2024-04-22 15:45:17.463919,2,9705
3099,594.1,2023-04-28 14:30:39.035592,5,8056
3100,452.11,2023-09-04 08:45:34.723464,5,6301
3101,799.18,2023-03-14 18:30:24.861495,2,167
3102,262.62,2025-05-23 13:30:28.446719,1,7669
3103,355.81,2023-06-22 08:30:20.352135,1,7220
3104,562.53,2023-11-03 15:45:10.068531,3,9835
3105,128.39,2023-09-05 10:00:27.340336,3,215
3106,718.49,2022-10-13 15:00:50.508796,3,9695
3107,253.51,2025-03-26 09:45:46.463229,1,5089
3108,508.5,2025-02-18 09:45:47.516036,3,7249
3109,638.99,2023-02-28 17:30:21.898518,2,4063
3110,151.7,2024-05-26 12:00:43.681767,2,7895
3111,130.83,2024-03-17 11:30:46.339794,4,7032
3112,524.44,2024-08-31 13:00:40.407295,2,9431
3113,514.41,2024-09-27 14:30:19.771924,5,3387
3114,414.19,2025-02-27 13:15:10.653325,1,3096
3115,721.04,2024-07-04 14:30:26.600808,2,3100
3116,730.61,2023-09-06 11:30:42.150780,3,2592
3117,740.72,2024-07-09 13:15:37.518331,2,974
3118,435.05,2023-08-09 14:15:34.350956,4,4397
3119,149.73,2022-09-11 14:30:10.756142,1,1820
3120,677.78,2022-09-23 09:45:41.895205,1,2525
3121,159.08,2022-07-09 09:00:04.296686,2,4504
3122,680.66,2023-09-22 17:45:45.084471,5,1900
3123,547.16,2025-06-05 08:00:56.250246,2,9839
3124,640.93,2023-04-08 14:45:25.307126,1,5854
3125,750.22,2024-12-01 17:15:04.255552,4,4383
3126,781.85,2022-08-28 11:30:44.062032,5,7206
3127,441.85,2023-01-04 08:30:12.997620,1,1000
3128,178.47,2023-05-08 08:15:02.456700,1,5655
3129,68.08,2023-01-16 12:45:35.107045,3,6398
3130,412.21,2023-07-02 08:45:40.438164,2,1789
3131,306.15,2023-06-18 16:45:07.624637,3,1939
3132,359.02,2024-08-15 16:15:48.978369,3,1854
3133,589.28,2023-05-27 08:30:27.650911,2,2764
3134,375.08,2023-07-15 16:30:06.630220,3,921
3135,587.85,2023-10-10 17:15:11.303012,4,3960
3136,563.84,2023-07-29 12:30:30.194678,3,8678
3137,331.22,2023-04-21 08:00:35.903104,2,4915
3138,237.25,2023-04-07 16:15:52.546273,2,7687
3139,752.79,2023-10-08 17:15:30.947203,4,6247
3140,655.43,2022-06-27 18:15:56.097334,3,8902
3141,770.8,2022-11-14 18:30:51.590913,4,4788
3142,380.0,2023-09-17 08:15:11.257377,1,609
3143,265.85,2022-10-24 12:15:29.493451,3,931
3144,173.75,2023-09-20 15:00:17.970948,2,2593
3145,650.88,2023-11-21 17:45:34.354732,1,3179
3146,743.98,2022-10-25 17:15:21.040264,1,3852
3147,554.22,2025-03-21 16:30:18.840847,2,7338
3148,381.97,2023-09-05 17:45:48.252677,5,175
3149,495.33,2024-12-30 17:15:37.310220,1,6768
3150,149.88,2023-03-06 14:00:12.588963,2,9833
3151,738.93,2025-04-25 17:15:44.902819,4,7298
3152,140.65,2024-10-20 16:00:46.822665,3,3999
3153,659.21,2022-08-11 18:00:30.439058,4,3398
3154,191.48,2022-07-16 13:00:19.278123,5,8961
3155,467.43,2024-01-29 12:00:00.640079,4,1306
3156,229.53,2022-07-29 13:45:29.351523,3,1144
3157,348.72,2024-10-18 15:00:07.406049,5,4454
3158,411.13,2024-10-02 10:30:17.890794,4,8292
3159,424.54,2024-05-19 18:30:28.382198,2,9046
3160,342.85,2023-10-11 14:00:34.455397,3,4561
3161,240.7,2023-01-07 13:15:57.756380,5,7956
3162,176.99,2024-07-07 11:30:10.013389,4,2735
3163,662.73,2024-12-17 13:30:56.399212,5,6518
3164,105.6,2022-11-19 17:00:00.515545,5,7094
3165,713.26,2024-06-11 18:30:56.004853,4,2689
3166,349.8,2022-09-24 10:45:16.271744,3,9581
3167,330.95,2024-06-01 16:15:21.873496,3,5196
3168,429.99,2025-01-18 09:00:51.299478,3,807
3169,517.87,2024-05-22 08:30:49.157013,4,4524
3170,333.38,2025-06-05 12:00:29.459858,4,445
3171,214.05,2025-04-11 15:30:33.156700,2,2552
3172,592.17,2023-06-06 18:15:50.443981,4,7681
3173,261.59,2024-12-15 10:45:46.098949,1,4078
3174,78.44,2024-07-08 09:00:24.011265,4,8640
3175,148.44,2024-10-21 17:30:23.774805,2,5319
3176,619.49,2023-09-03 14:30:33.521445,2,4443
3177,443.35,2023-02-03 17:30:09.224439,4,3564
3178,384.33,2023-10-03 12:15:03.404935,5,3687
3179,686.28,2022-12-20 14:45:18.899354,4,8279
3180,567.34,2025-02-01 09:15:52.859376,4,2444
3181,596.03,2024-07-15 12:45:28.965638,1,5110
3182,490.03,2023-10-24 15:15:25.259667,5,214
3183,101.0,2025-01-04 13:30:39.222186,3,6404
3184,132.17,2023-10-11 12:30:02.760069,5,9230
3185,66.51,2025-02-15 13:00:53.130683,5,8609
3186,54.52,2023-09-16 16:45:09.736975,5,5699
3187,539.18,2023-01-24 10:15:30.312957,2,6779
3188,466.05,2024-03-29 13:00:58.832438,2,5491
3189,300.47,2025-03-28 11:45:25.808369,3,4934
3190,768.47,2023-05-09 18:00:10.177864,4,4659
3191,641.73,2024-06-25 14:15:53.356815,2,3020
3192,220.85,2022-07-25 13:15:19.701688,3,8787
3193,96.06,2022-08-26 12:15:28.352920,1,9165
3194,576.72,2024-09-27 14:00:21.675357,2,2876
3195,111.52,2025-04-25 17:45:38.783891,4,8320
3196,409.57,2023-07-17 08:45:14.975900,3,2022
3197,789.51,2022-11-17 16:45:42.468733,5,898
3198,256.72,2024-11-07 10:15:28.299201,3,6645
3199,462.73,2024-10-05 11:30:57.623711,5,4342
3200,768.45,2023-08-04 16:30:05.469253,4,6764
3201,80.22,2023-09-22 13:30:38.554488,2,9409
3202,98.45,2023-05-21 17:15:30.334133,2,6343
3203,386.37,2022-09-13 17:30:53.468138,4,7739
3204,398.05,2024-06-09 11:30:09.728248,3,1228
3205,637.21,2023-10-06 11:00:04.767881,3,5384
3206,328.14,2023-03-13 16:45:24.622290,1,6391
3207,273.46,2023-10-31 09:00:29.560121,4,9050
3208,529.62,2025-03-06 16:30:53.494686,4,9423
3209,120.63,2022-10-28 11:00:13.601554,4,1766
3210,733.24,2024-07-26 15:30:02.322079,5,8078
3211,484.57,2023-02-20 18:45:10.816179,2,7732
3212,612.04,2023-07-07 13:15:30.415808,1,7426
3213,503.53,2025-04-08 14:15:57.678678,3,7966
3214,478.73,2022-09-24 15:15:45.101744,5,4029
3215,128.35,2025-03-30 14:15:53.498407,3,7531
3216,189.84,2024-12-12 11:00:10.228534,5,5516
3217,605.35,2024-06-25 18:30:21.216742,5,4360
3218,550.35,2023-06-18 08:00:41.167298,4,692
3219,520.09,2024-12-25 18:00:36.925393,2,6060
3220,306.99,2023-11-01 12:15:53.676425,1,401
3221,193.69,2022-12-08 18:30:09.644079,1,4574
3222,688.93,2023-10-01 16:30:19.774789,4,525
3223,450.69,2024-02-12 14:00:01.785200,5,1616
3224,675.4,2025-02-14 11:15:52.137334,3,7738
3225,271.59,2022-10-31 18:15:45.987089,4,526
3226,288.29,2024-08-24 10:00:29.945405,3,2150
3227,609.38,2024-06-25 18:00:48.040277,1,3894
3228,658.24,2022-09-13 13:00:09.814518,3,1302
3229,555.98,2023-09-25 12:15:12.000174,1,5907
3230,312.71,2023-10-15 15:00:13.769308,4,3845
3231,511.85,2023-04-25 16:00:37.742384,5,3923
3232,316.22,2025-03-13 14:30:55.748786,4,3562
3233,590.49,2025-05-08 13:30:38.559173,3,6124
3234,644.62,2025-04-18 18:45:54.635407,2,5063
3235,209.92,2024-02-22 18:30:34.690934,4,1633
3236,340.57,2025-06-11 09:45:04.638193,2,7881
3237,691.99,2024-03-03 13:30:13.937935,1,1152
3238,659.99,2022-12-19 10:30:07.992228,3,2368
3239,642.59,2024-03-17 08:30:56.554004,2,2002
3240,246.24,2022-10-30 09:15:32.761330,2,6483
3241,292.17,2024-03-15 14:30:09.986449,3,1500
3242,87.72,2023-12-19 13:15:40.040235,4,6888
3243,585.21,2022-11-30 10:00:56.053622,2,4926
3244,486.72,2023-11-26 09:00:46.971335,2,4427
3245,209.28,2022-11-02 18:00:10.902162,5,6898
3246,265.8,2024-01-03 16:45:37.733860,2,6643
3247,693.62,2022-09-11 12:30:09.268801,5,8501
3248,699.09,2025-04-01 18:45:02.382561,5,4171
3249,724.34,2025-02-06 08:45:54.576574,4,7219
3250,338.6,2024-12-07 14:30:40.037990,5,5677
3251,232.83,2025-04-14 11:15:55.356602,2,2961
3252,701.51,2025-05-23 18:15:08.477099,2,4548
3253,763.6,2022-09-07 12:45:38.022277,3,2418
3254,638.13,2023-02-11 13:45:35.735265,3,1011
3255,759.98,2023-11-09 13:00:02.825620,4,1296
3256,284.34,2023-10-05 12:30:55.742745,2,7360
3257,778.2,2024-02-23 15:00:26.661891,3,6433
3258,413.57,2023-06-24 13:45:36.799272,3,397
3259,96.49,2024-11-08 17:15:13.887134,4,9405
3260,245.7,2023-04-09 18:45:15.327456,1,7229
3261,485.62,2023-06-14 18:15:38.828245,5,8801
3262,671.19,2022-11-10 16:30:26.369413,5,3174
3263,177.4,2025-04-21 15:45:07.068143,1,6120
3264,208.48,2025-03-09 14:30:28.962713,5,857
3265,644.64,2024-11-20 16:15:07.549864,4,6023
3266,436.06,2024-07-21 13:30:19.080930,3,4624
3267,177.91,2025-01-25 18:00:38.521894,3,5744
3268,596.22,2022-09-06 10:15:31.252738,4,5167
3269,165.21,2023-05-16 09:00:30.548495,3,4780
3270,118.36,2022-06-26 10:30:00.003384,5,7203
3271,337.81,2023-02-14 11:30:58.176285,1,424
3272,91.53,2024-01-27 17:15:39.361704,2,8331
3273,645.0,2023-10-10 10:15:48.372305,3,8864
3274,53.47,2022-10-31 15:30:08.423019,4,4043
3275,180.38,2023-02-09 10:15:12.179899,1,9011
3276,516.24,2023-11-17 12:15:00.751524,4,8194
3277,394.73,2024-03-13 10:00:04.930124,2,1194
3278,168.23,2024-07-28 16:30:35.220662,5,9066
3279,513.91,2022-07-17 09:00:37.734194,5,4520
3280,500.99,2022-12-15 15:00:43.473624,4,8763
3281,538.12,2023-08-30 15:15:27.398988,2,6038
3282,552.77,2024-04-07 16:45:48.505966,1,4830
3283,527.95,2023-09-29 16:00:15.006081,4,7744
3284,142.87,2023-07-14 14:00:46.637879,2,5877
3285,608.04,2022-12-29 18:00:47.470670,1,9031
3286,724.15,2024-07-29 11:15:19.230989,3,3439
3287,621.84,2024-04-01 14:15:26.309853,3,473
3288,603.83,2023-09-01 08:00:30.943045,3,28
3289,91.04,2024-10-11 17:30:08.663316,5,7278
3290,520.59,2022-12-01 17:00:43.357283,3,7783
3291,327.7,2023-08-04 16:45:16.035523,5,4132
3292,283.74,2022-08-29 10:45:53.605352,5,1540
3293,116.7,2023-11-19 13:15:30.875543,5,7579
3294,715.26,2025-03-14 12:00:00.435393,3,1535
3295,58.77,2024-09-10 14:30:48.132823,2,3595
3296,74.22,2024-02-25 12:45:49.498496,1,4782
3297,387.88,2024-11-12 11:15:30.795372,3,4023
3298,371.62,2022-12-02 10:00:38.579555,1,4693
3299,343.67,2022-11-05 12:45:27.380765,4,6174
3300,362.4,2024-07-26 10:15:00.339696,1,5460
3301,302.64,2025-06-02 18:15:05.518744,2,4996
3302,315.47,2025-02-13 11:00:45.940406,4,4153
3303,455.9,2024-08-19 15:00:07.451486,5,8026
3304,221.49,2023-08-13 08:30:15.841320,3,3648
3305,337.83,2022-07-24 18:30:42.614957,4,5682
3306,767.03,2022-10-15 13:45:48.573627,4,7689
3307,463.33,2022-10-09 08:00:04.093572,1,1744
3308,655.79,2024-09-27 11:00:33.142507,2,7429
3309,497.45,2025-05-06 14:15:12.563992,5,7188
3310,763.46,2022-06-16 12:30:37.591374,3,2509
3311,778.48,2023-06-29 16:30:24.467042,3,5795
3312,689.29,2024-01-26 17:00:59.155276,3,9330
3313,50.96,2025-01-17 13:30:42.423900,4,5070
3314,57.87,2023-11-04 13:30:14.867996,1,1632
3315,485.99,2022-11-25 15:30:37.734610,2,2026
3316,342.53,2022-11-19 08:30:24.529150,5,9283
3317,676.47,2023-09-04 14:30:51.523688,5,1625
3318,51.49,2024-08-27 08:15:32.221453,3,8452
3319,676.26,2023-03-22 13:15:37.288343,1,6263
3320,582.19,2023-05-19 14:00:10.700950,5,7101
3321,78.92,2023-01-05 18:15:52.814065,5,2824
3322,638.77,2024-05-06 14:00:46.212559,3,2494
3323,623.0,2024-11-21 15:15:06.819791,1,7563
3324,749.98,2023-03-03 09:30:56.192770,1,2833
3325,686.73,2024-09-12 14:00:12.078303,1,8217
3326,605.16,2022-10-12 16:45:21.920636,4,9763
3327,416.16,2023-10-20 10:15:36.950601,2,2796
3328,386.57,2023-07-21 16:45:09.616493,1,5559
3329,259.52,2022-10-02 17:45:04.174166,4,188
3330,111.47,2023-03-13 13:00:51.582053,1,6260
3331,337.68,2025-05-19 12:15:58.425532,2,2773
3332,114.35,2025-02-06 13:45:31.587348,1,1774
3333,352.73,2023-09-25 13:00:07.908665,4,6380
3334,482.3,2023-11-15 08:45:33.461872,2,7800
3335,799.73,2023-06-01 17:30:21.023726,1,7621
3336,419.7,2024-07-17 12:45:24.713645,2,1647
3337,247.02,2022-12-19 11:45:47.510437,1,233
3338,299.12,2022-09-15 15:15:11.519253,3,539
3339,452.81,2024-01-14 10:45:12.007560,4,6521
3340,414.66,2024-05-07 09:00:05.676610,5,2401
3341,556.43,2024-05-28 09:15:39.633425,3,1084
3342,559.01,2023-05-06 17:30:38.770436,5,1921
3343,269.19,2023-04-05 16:45:04.656407,5,656
3344,573.18,2023-02-10 15:45:54.948466,5,926
3345,730.51,2025-05-31 16:15:08.840212,5,4404
3346,378.7,2022-06-18 09:15:07.180663,4,5056
3347,487.32,2023-12-07 15:15:45.545498,2,7239
3348,102.75,2025-01-15 11:45:56.733052,4,6270
3349,470.38,2025-01-03 13:30:42.408925,3,5492
3350,129.82,2024-10-04 18:30:33.226356,2,1563
3351,372.64,2024-01-05 10:15:57.485815,1,5362
3352,316.52,2022-06-20 11:30:36.122794,4,3931
3353,248.74,2024-09-14 17:45:17.067433,1,25
3354,471.95,2022-08-27 17:30:25.346124,1,1685
3355,548.57,2022-07-24 16:15:31.218244,5,9367
3356,178.55,2023-12-18 09:30:36.468592,5,7029
3357,51.3,2024-11-19 14:45:24.416244,4,1851
3358,90.4,2023-01-21 14:15:50.650968,1,7841
3359,505.03,2023-11-01 08:00:59.237269,1,6572
3360,417.18,2022-08-05 13:15:42.934540,3,8102
3361,148.0,2024-07-22 12:15:35.552706,3,8601
3362,417.49,2022-10-05 16:45:13.477064,3,8293
3363,244.11,2022-11-16 08:30:37.447445,5,3349
3364,265.61,2023-08-10 17:00:02.916047,2,6262
3365,698.63,2022-09-25 13:30:01.886188,1,6990
3366,446.76,2023-10-20 14:45:10.303462,2,6027
3367,443.16,2023-07-17 11:30:20.099063,3,329
3368,603.14,2023-10-17 08:15:46.510146,5,9734
3369,606.5,2024-10-09 17:15:51.477136,2,4098
3370,343.74,2025-02-24 11:30:07.897463,4,3985
3371,336.01,2025-02-09 13:00:19.363928,5,6815
3372,531.41,2022-09-16 09:30:53.361827,2,3267
3373,390.33,2024-06-01 16:00:29.332982,1,402
3374,199.21,2023-12-27 13:30:44.146420,2,7066
3375,231.26,2023-01-07 15:15:19.429670,3,1836
3376,287.79,2022-10-10 12:30:26.149834,3,912
3377,422.08,2023-10-06 08:00:04.532539,5,9783
3378,657.17,2024-12-22 15:15:33.063898,2,4558
3379,255.07,2023-02-11 11:45:17.502866,1,2567
3380,689.04,2023-12-29 17:15:34.566669,3,7585
3381,94.36,2023-07-03 18:30:25.968814,4,68
